Median_Household_Income_2018,Percent of Population Aged 60+,STATE_NAME,anycondition_prevalence,Obesity_prevalence,COPD_prevalence,diabetes_prevalence,CKD_prevalence,Active Physicians per 100000 Population 2018 (AAMC),Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total nurse practitioners (2019),Total physician assistants (2019),Total Hospitals (2019),Internal Medicine Primary Care (2019),Family Medicine/General Practice Primary Care (2019),Total Specialist Physicians (2019)
0.6342476459932773,-0.5298152358953728,1.6746027577394622,-0.6593322227105054,-0.5372217493459861,-0.5949560463064897,-0.8714479869827826,-0.7838865549992605,-1.1190692567407743,-0.8503636006610779,-0.3818900390832542,2.29287200365671,3.1963464106035757,-0.6629015274806533,-0.6009059059519146,-0.20679209757824246,-0.7803423865434388,-0.543561155145476,-0.7418276801799103
0.5693381107192464,-1.1978178307521834,0.40931127345646307,-1.9676180290987955,-2.139320325947236,-1.0635140315866853,-0.5400429828665362,-0.43071230584525755,2.8578640572532166,2.487498192349833,1.403136438917417,1.9839335278777168,0.5440746887933218,2.052687795272924,2.0825984943693947,4.561218302481473,2.050950642536821,2.067245693095841,2.0524503442732236
-0.62917263883561,0.5534322152237798,1.1825449582960736,0.9799656551736159,0.7088549213438747,0.2569675632938651,0.2700581383065109,0.2756361924627477,-0.7170945378023863,-0.8407812223079362,-1.3127909442771533,-1.1054512299122143,-1.224106459080181,-0.6601908811176189,-0.583893600624871,-0.28693510154492174,-0.6141277233997843,-0.6503593185593532,-0.597688532759143
-0.44484665886424013,-1.3241967000494184,-1.1371560962227583,0.12879175704147608,0.5308439683881794,-0.6375522267865077,0.4541720294822033,-0.07753805669125532,-0.6243311411242973,-0.7449574387765224,-0.7945574506640545,-0.4875742783542281,-0.6052430573244556,2.052687795272924,2.0825984943693947,0.2263509411862937,2.050950642536821,1.7503059213083696,2.0333261849964686
-0.6692868741366851,-0.4034363665981385,-0.15304049733598102,0.5701411857025852,0.7978603978217216,0.29956374377388345,0.7487542553633108,0.2756361924627477,-1.5139083297808473,-1.642506877854097,-1.8214275213418605,-0.4103396594094801,-0.07478871296240429,-0.04535525061562938,-0.8057095364417163,-0.1207459382611076,-0.4303713168169305,-0.42197164041488106,-0.43389217278332576
-1.211292181304142,-0.1687327521889886,0.9716630442489071,1.3267402062644882,1.1316309346136484,0.3847561047339187,1.853437602417466,1.5117460645017566,-0.6053027520621249,-0.6778807903045331,-0.7561697844704924,-0.4875742783542281,-0.5168339999307799,-0.6381060788540238,-0.6133725526487671,-0.3168003046476952,-0.6167453804766304,-0.5794745021924597,-0.6110242479079443
-1.1273586658784467,-0.25900337311558463,1.3934268723432401,1.5947023593801612,1.977182961153196,0.08658284137379466,2.2584881630039884,1.8649203136557595,0.1962681371818789,0.1781450092427628,0.14594037107823477,-0.25587042151998335,-0.4284249425371051,-0.31873366889322646,-0.34942424824325335,-0.2958372419448581,-0.3526161874678015,-0.36783721428597854,-0.3734877607158511
-1.0529727659595793,-0.07846213126239253,-0.08274652598692551,1.421315083834725,0.39733575367140833,1.6200453386544338,1.153804815949834,0.9819846907707528,0.43174445182626076,0.32188068453988333,-0.11317637572831464,-0.4875742783542281,-0.4284249425371051,-0.5791281552512029,-0.7603964861480383,-0.2983924170555837,-0.5256197090581278,-0.6306000941150673,-0.5345425749648869
0.016787675977084124,0.35483684918526825,1.0419570155979627,-1.0061067738013778,-1.026751869974146,-1.2764949339867742,-1.0187390999233361,-0.607299430422259,-0.34604095109002847,-0.22750900770688895,0.4434447840783462,1.2115873384302338,1.6049833775174227,-0.884343272985491,-0.8017354872214559,-0.3351755262253703,-0.861711829863849,-0.889521389219036,-0.8800668095378349
-0.4074399563188326,0.4812157184825026,-0.7153922681284252,0.7592909408430613,0.9758713507774153,0.3847561047339187,0.52781758595248,0.45222331703974916,-0.650495176084784,-0.6299688985388262,0.030777372497545988,-0.6420435162437248,-0.4284249425371051,-0.7345664176386336,-0.6972302880759771,-0.27115135264984774,-0.7590044572876653,-0.7053125513384807,-0.7584317437495708
0.29088974205743207,0.19234973151739562,-0.7856862394774806,0.2706540733968325,0.15257069335732987,-0.5523598658264721,-0.46639742639625875,-0.25412518126825684,-0.8740787475653075,-1.0579817983124742,-0.2187424577606119,-0.5648088972989761,-0.25160682774975474,-0.554873007403374,-0.5733422574508997,-0.23368015155767863,-0.6614841379642452,-0.46464429112888755,-0.6443832396191073
